channel_id,channel_name,playlist_id,playlist_name
UCAZKtYcE5Jgd6hVL-RHv6Vw,JoAnn's School,PLKi4WTp6PRGUYKjbyJuBHo_vkIzGsOshq,JoAnn's School Fractions
UCQMDIwuJDkin078Yv35GNDw,STEMHEX,,
UCDFYYLP6_XrcHX8H6PZTOnQ,Miss Educate,PLhQgVGfSrQoIbKzElUhtr13nX88Hr_gLx,Maths
UCEPsNDUhUm-7yZhUjQQNqwQ,KidTimeStoryTime,PL3gBRxwlIAz1f_vok6I4q7qiOE6MzD6vS,Math & Science Stories! Super STEM Read Alouds
UCeQ1nmYMhoOGRWxdqMd3vCA,Mathspace,PL1E355n62j7Vunqv510TONShSK4Mn-qRu,Events
UCeQ1nmYMhoOGRWxdqMd3vCA,Mathspace,PL1E355n62j7XrfxZQaLLdRoB13pSHR5Rq,Multiplication and Division - Australian Primary Curriculum
UCeQ1nmYMhoOGRWxdqMd3vCA,Mathspace,PL1E355n62j7VGXi3tz4dWopROt4qZul7H,Fractions - Australian Primary Maths Curriculum
UCeQ1nmYMhoOGRWxdqMd3vCA,Mathspace,PL1E355n62j7Us3yVMTJH5sxCK02Pbg28h,High School Example Questions + Solutions  | Mathspace
UCeQ1nmYMhoOGRWxdqMd3vCA,Mathspace,PL1E355n62j7U4fnFA5LVqBWCsIiqGYgd3,Decimals - Australian Primary Maths Curriculum
UCeQ1nmYMhoOGRWxdqMd3vCA,Mathspace,PL1E355n62j7Uq7QjfSpzhR-NAZnHeHSKf,Year 4 Fractions - Australian Primary Maths Curriculum
UCeQ1nmYMhoOGRWxdqMd3vCA,Mathspace,PL1E355n62j7Vb7YNH6Ky54EGIxudYDqDf,Year 3 Addition and Subtraction - Australian Primary Maths Curriculum
UCeQ1nmYMhoOGRWxdqMd3vCA,Mathspace,PL1E355n62j7XCQTRLXSfBOLp4IO0B13wW,Year 6 Multiplication and Division - Australian Primary Maths Curriculum
UCeQ1nmYMhoOGRWxdqMd3vCA,Mathspace,PL1E355n62j7X8XwSOfnnUMzfCbKTGKieA,"Eddie Woo Instructional Videos (Mapped to Curriculum, Mathspace)"
UCeQ1nmYMhoOGRWxdqMd3vCA,Mathspace,PL1E355n62j7Vh4laUQXAY8c9cIahN6uId,Year 5 Fractions - Australian Primary Maths Curriculum
UCeQ1nmYMhoOGRWxdqMd3vCA,Mathspace,PL1E355n62j7U117QouSSHnzzpQedbyb2K,Year 4 Multiplication and Division - Australian Primary Maths Curriculum
UCeQ1nmYMhoOGRWxdqMd3vCA,Mathspace,PL1E355n62j7WPeiNmiBpPkrl8xDDLcdjh,Year 3 Subtraction - Australian Primary Maths Curriculum
UCeQ1nmYMhoOGRWxdqMd3vCA,Mathspace,PL1E355n62j7W7ayqDfJQFXa2hXfDZzq0J,Year 6 Integers - Australian Primary Maths Curriculum
