unique_row,year,age,term,difficulty,block,macro_topic,topic,small_step_num,small_step_num_in_topic,small_step_name,ss_wr_desc,ss_desc,small_step_id,small_step_key,year_order,term_order,topic_order,source_row_index,legacy_step_position
Year8SummerTablesandprobability,Year 8,12-13,Summer,,1,Tables and probability,Tables and probability,1012,3,Probability of a single event ​,Updated May 2026,Updated May 2026,Year 8_12-13_Summer__Tables and probability_3_Probability of a single event ​,year-8__12-13__summer__blank__tables-and-probability__3__probability-of-a-single-event-,8,3,2,138,3
Year8SummerTablesandprobability,Year 8,12-13,Summer,,1,Tables and probability,Tables and probability,1013,4,Use the sum of probabilities being equal to 1,Updated May 2026,Updated May 2026,Year 8_12-13_Summer__Tables and probability_4_Use the sum of probabilities being equal to 1,year-8__12-13__summer__blank__tables-and-probability__4__use-the-sum-of-probabilities-being-equal-to-1,8,3,2,138,4
Year8SummerTablesandprobability,Year 8,12-13,Summer,,1,Tables and probability,Tables and probability,1014,5,Probability experiments,Updated May 2026,Updated May 2026,Year 8_12-13_Summer__Tables and probability_5_Probability experiments,year-8__12-13__summer__blank__tables-and-probability__5__probability-experiments,8,3,2,138,5
Year8SummerTablesandprobability,Year 8,12-13,Summer,,1,Tables and probability,Tables and probability,1015,6,Sample spaces for 1 or more events,Updated May 2026,Updated May 2026,Year 8_12-13_Summer__Tables and probability_6_Sample spaces for 1 or more events,year-8__12-13__summer__blank__tables-and-probability__6__sample-spaces-for-1-or-more-events,8,3,2,138,6
Year8SummerTablesandprobability,Year 8,12-13,Summer,,1,Tables and probability,Tables and probability,1016,7,Probabilities from sample space diagrams,Updated May 2026,Updated May 2026,Year 8_12-13_Summer__Tables and probability_7_Probabilities from sample space diagrams,year-8__12-13__summer__blank__tables-and-probability__7__probabilities-from-sample-space-diagrams,8,3,2,138,7
Year8SummerTablesandprobability,Year 8,12-13,Summer,,1,Tables and probability,Tables and probability,1017,8,Two-way tables,Updated May 2026,Updated May 2026,Year 8_12-13_Summer__Tables and probability_8_Two-way tables,year-8__12-13__summer__blank__tables-and-probability__8__two-way-tables,8,3,2,138,8
Year8SummerTablesandprobability,Year 8,12-13,Summer,,1,Tables and probability,Tables and probability,1018,9,Probabilities from two-way tables,"In this small step, students use two-way tables to calculate probabilities. Model how to extract relevant information from a two-way table to work out probabilities. Emphasise the importance of carefully reading the question and identifying the correct values, highlighting which total to divide by, as this may be the total for the entire table or a specific row or column total, depending on the wording and focus of the question. Reinforce accurate probability notation and remind students to express their answers as fractions, decimals or percentages. Misconceptions and common errors • Students may misread the table and select the wrong cell for an outcome. • Students may use the number of times an outcome does not happen as the denominator of a fraction when calculating probability, rather than using the total number of outcomes. • Students may use the total from the whole table when they should use the sub-category total. Year 8 | Summer term | Block 2 – Tables and probability | Step 9 National Curriculum links • Record, describe and analyse the frequency of outcomes of simple probability experiments involving randomness, fairness, equally and unequally likely outcomes, using appropriate language and the 0–1 probability scale Mathematical talk • How can you use a two-way table to calculate a probability? • To find the probability of an event from a two-way table, do you always use the whole total as the denominator? Explain your answer. • What part of the table do you need to look at to answer the question? • What is the difference between the individual values and the totals? • How do you know if you should divide by the total from a row, the total from a column or the total of the whole table? • How do you decide which row or column to look at? • When expressing the probability as a fraction, what value is used for the denominator?",,Year 8_12-13_Summer__Tables and probability_9_Probabilities from two-way tables,year-8__12-13__summer__blank__tables-and-probability__9__probabilities-from-two-way-tables,8,3,2,138,9
Year8SummerTablesandprobability,Year 8,12-13,Summer,,1,Tables and probability,Tables and probability,1019,10,Frequency trees,"In this small step, students are introduced to frequency trees as a tool for organising and interpreting data. Model how to work out the values in a partially completed frequency tree, before students independently construct one from given information. Ensure that they understand how each part of the tree branches from the previous total. Use familiar contexts that involve two-stage groupings, such as splitting by year group and then by subject. Make clear links with part-whole models to support conceptual understanding. Students should recognise that the sum of values on any pair of branches must equal the total from the previous branch. Reinforce the importance of clear and consistent labelling and encourage students to check totals at each stage to ensure accuracy. Misconceptions and common errors • Students may forget that the values on branches at any stage must add up to the total from the previous node. • Students may not label branches clearly. • Students may assume that the order of branching does not matter. Year 8 | Summer term | Block 2 – Tables and probability | Step 10 National Curriculum links • Construct and interpret appropriate tables, charts, and diagrams, including frequency tables, bar charts, pie charts, and pictograms for categorical data, and vertical line (or bar) charts for ungrouped and grouped numerical data Mathematical talk • What does each branch on the frequency tree represent? • What are the two categories at each stage? • How can you label each branch to make your frequency tree easy to read? • Where can you find the total number of people/items in the diagram? • Explain the relationships between the numbers in a frequency tree. • How does the frequency tree show a part-whole relationship? • When might you have a frequency tree with more than two branches? • Can two different frequency trees represent the same scenario? Explain your answer. • How can you check that your frequency tree is correct?",,Year 8_12-13_Summer__Tables and probability_10_Frequency trees,year-8__12-13__summer__blank__tables-and-probability__10__frequency-trees,8,3,2,138,10
Year8SummerTablesandprobability,Year 8,12-13,Summer,,1,Tables and probability,Tables and probability,1020,11,Probabilities from frequency trees,"In this small step, students build on the previous step of constructing and interpreting frequency trees, to identify totals and outcomes in order to calculate probabilities. Focus on supporting students in interpreting the frequency tree accurately, for example selecting the correct total for the denominator, either the whole group or a specific subset, and identifying the relevant branch or combination of branches for the numerator. Be clear about the distinction between finding the probability from the whole group versus from a given condition, such as “given that the student is in Year 8”. Misconceptions and common errors • Students may select the wrong total, for example using the whole group when the question refers to a subset. • Students may confuse which branch of the tree to use for a given event. • Students may identify the correct frequency and state this instead of giving the answer as a probability. Year 8 | Summer term | Block 2 – Tables and probability | Step 11 National Curriculum links • Record, describe and analyse the frequency of outcomes of simple probability experiments involving randomness, fairness, equally and unequally likely outcomes, using appropriate language and the 0–1 probability scale Mathematical talk • How many people are there in total? • How is calculating probability using a frequency tree similar to using a two-way table? • How does the probability change if you only consider people in this subset? • Which two categories are combined to get this value? • Is the total always used for the denominator? Explain your answer. • How can you identify which values to use for the numerator/denominator? • How can you check that your answer is correct?",,Year 8_12-13_Summer__Tables and probability_11_Probabilities from frequency trees,year-8__12-13__summer__blank__tables-and-probability__11__probabilities-from-frequency-trees,8,3,2,138,11
Year8SummerCircles,Year 8,12-13,Summer,,2,Circles,Circles,1021,1,Circle vocabulary,Updated May 2026,Updated May 2026,Year 8_12-13_Summer__Circles_1_Circle vocabulary,year-8__12-13__summer__blank__circles__1__circle-vocabulary,8,3,3,139,1
Year8SummerCircles,Year 8,12-13,Summer,,2,Circles,Circles,1022,2,Pi as a ratio,Updated May 2026,Updated May 2026,Year 8_12-13_Summer__Circles_2_Pi as a ratio,year-8__12-13__summer__blank__circles__2__pi-as-a-ratio,8,3,3,139,2
Year8SummerCircles,Year 8,12-13,Summer,,2,Circles,Circles,1023,3,Circumference of a circle,Updated May 2026,Updated May 2026,Year 8_12-13_Summer__Circles_3_Circumference of a circle,year-8__12-13__summer__blank__circles__3__circumference-of-a-circle,8,3,3,139,3
Year8SummerCircles,Year 8,12-13,Summer,,2,Circles,Circles,1024,4,Perimeter of parts of a circle,Updated May 2026,Updated May 2026,Year 8_12-13_Summer__Circles_4_Perimeter of parts of a circle,year-8__12-13__summer__blank__circles__4__perimeter-of-parts-of-a-circle,8,3,3,139,4
Year8SummerCircles,Year 8,12-13,Summer,,2,Circles,Circles,1025,5,Area of a circle,Updated May 2026,Updated May 2026,Year 8_12-13_Summer__Circles_5_Area of a circle,year-8__12-13__summer__blank__circles__5__area-of-a-circle,8,3,3,139,5
Year8SummerCircles,Year 8,12-13,Summer,,2,Circles,Circles,1026,6,Area of parts of a circle,Updated May 2026,Updated May 2026,Year 8_12-13_Summer__Circles_6_Area of parts of a circle,year-8__12-13__summer__blank__circles__6__area-of-parts-of-a-circle,8,3,3,139,6
Year8SummerCircles,Year 8,12-13,Summer,,2,Circles,Circles,1027,7,Area and circumference of a circle,Updated May 2026,Updated May 2026,Year 8_12-13_Summer__Circles_7_Area and circumference of a circle,year-8__12-13__summer__blank__circles__7__area-and-circumference-of-a-circle,8,3,3,139,7
Year8SummerCircles,Year 8,12-13,Summer,,2,Circles,Circles,1028,8,Perimeter of compound shapes with circles,Updated May 2026,Updated May 2026,Year 8_12-13_Summer__Circles_8_Perimeter of compound shapes with circles,year-8__12-13__summer__blank__circles__8__perimeter-of-compound-shapes-with-circles,8,3,3,139,8
Year8SummerCircles,Year 8,12-13,Summer,,2,Circles,Circles,1029,9,Perimeter and area of compound shapes with circles,"In this small step, students calculate the area and perimeter of compound shapes that include circles, semicircles, quarter circles and three-quarter circles. Remind students that the area of a compound shape can be found by splitting it into its component parts, working out each area separately and then adding the areas together. Encourage students to identify which arcs and straight edges contribute to the perimeter, and which regions should be included or excluded in area calculations. Discuss efficient strategies, such as combining two semicircles into a full circle. Ensure that students practise both leaving their answers in terms of π and giving decimal approximations. Misconceptions and common errors • Students may confuse the formulae for circumference and area or arc length and sector area. • Students may multiply all the lengths given on a diagram. • Students may not calculate unknown lengths that are needed to calculate the perimeter or area. • Students may misread or use the wrong side lengths when working out unknown lengths of compound shapes. Year 8 | Summer term | Block 3 – Circles | Step 9 National Curriculum links • Calculate and solve problems involving: perimeters of 2-D shapes (including circles), areas of circles and composite shapes • Derive and apply formulae to calculate and solve problems involving: perimeter and area of triangles, parallelograms, trapezia, volume of cuboids (including cubes) and other prisms (including cylinders) Mathematical talk • What shapes make up the compound shape? • Why is it helpful to split a compound shape into its component parts when calculating area? • When can two semicircles be treated as one full circle and when can they not? • How can you work out the unknown lengths needed to find the area of the compound shape? • Do you need to split the shape into component parts to work out its perimeter? Explain your answer. • What is the same and what is different about a rectangle with a semicircle cut out of it and a rectangle with a semicircle added to it? • What are the units of the answer? • How can you check that your answer is correct?",,Year 8_12-13_Summer__Circles_9_Perimeter and area of compound shapes with circles,year-8__12-13__summer__blank__circles__9__perimeter-and-area-of-compound-shapes-with-circles,8,3,3,139,9
Year8SummerGraphsandcharts,Year 8,12-13,Summer,,3,Graphs and charts,Graphs and charts,1030,1,Pictograms and bar charts,Updated May 2026,Updated May 2026,Year 8_12-13_Summer__Graphs and charts_1_Pictograms and bar charts,year-8__12-13__summer__blank__graphs-and-charts__1__pictograms-and-bar-charts,8,3,4,140,1
Year8SummerGraphsandcharts,Year 8,12-13,Summer,,3,Graphs and charts,Graphs and charts,1031,2,Vertical line charts,Updated May 2026,Updated May 2026,Year 8_12-13_Summer__Graphs and charts_2_Vertical line charts,year-8__12-13__summer__blank__graphs-and-charts__2__vertical-line-charts,8,3,4,140,2
Year8SummerGraphsandcharts,Year 8,12-13,Summer,,3,Graphs and charts,Graphs and charts,1032,3,Draw pie charts,Updated May 2026,Updated May 2026,Year 8_12-13_Summer__Graphs and charts_3_Draw pie charts,year-8__12-13__summer__blank__graphs-and-charts__3__draw-pie-charts,8,3,4,140,3
Year8SummerGraphsandcharts,Year 8,12-13,Summer,,3,Graphs and charts,Graphs and charts,1033,4,Interpret pie charts,Updated May 2026,Updated May 2026,Year 8_12-13_Summer__Graphs and charts_4_Interpret pie charts,year-8__12-13__summer__blank__graphs-and-charts__4__interpret-pie-charts,8,3,4,140,4
Year8SummerGraphsandcharts,Year 8,12-13,Summer,,3,Graphs and charts,Graphs and charts,1034,5,Line graphs,Updated May 2026,Updated May 2026,Year 8_12-13_Summer__Graphs and charts_5_Line graphs,year-8__12-13__summer__blank__graphs-and-charts__5__line-graphs,8,3,4,140,5
Year8SummerGraphsandcharts,Year 8,12-13,Summer,,3,Graphs and charts,Graphs and charts,1035,6,Choose the most appropriate graph or chart,Updated May 2026,Updated May 2026,Year 8_12-13_Summer__Graphs and charts_6_Choose the most appropriate graph or chart,year-8__12-13__summer__blank__graphs-and-charts__6__choose-the-most-appropriate-graph-or-chart,8,3,4,140,6
Year8SummerGraphsandcharts,Year 8,12-13,Summer,,3,Graphs and charts,Graphs and charts,1036,7,Compare distributions using graphs,Updated May 2026,Updated May 2026,Year 8_12-13_Summer__Graphs and charts_7_Compare distributions using graphs,year-8__12-13__summer__blank__graphs-and-charts__7__compare-distributions-using-graphs,8,3,4,140,7
Year8SummerGraphsandcharts,Year 8,12-13,Summer,,3,Graphs and charts,Graphs and charts,1037,8,Misleading graphs and charts,Updated May 2026,Updated May 2026,Year 8_12-13_Summer__Graphs and charts_8_Misleading graphs and charts,year-8__12-13__summer__blank__graphs-and-charts__8__misleading-graphs-and-charts,8,3,4,140,8
Year8SummerSequences,Year 8,12-13,Summer,,4,Sequences,Sequences,1038,1,Generate and describe a sequence given a rule in words,Updated May 2026,Updated May 2026,Year 8_12-13_Summer__Sequences_1_Generate and describe a sequence given a rule in words,year-8__12-13__summer__blank__sequences__1__generate-and-describe-a-sequence-given-a-rule-in-words,8,3,5,175,1
Year8SummerSequences,Year 8,12-13,Summer,,4,Sequences,Sequences,1039,2,Generate a sequence given a simple algebraic rule,Updated May 2026,Updated May 2026,Year 8_12-13_Summer__Sequences_2_Generate a sequence given a simple algebraic rule,year-8__12-13__summer__blank__sequences__2__generate-a-sequence-given-a-simple-algebraic-rule,8,3,5,175,2
Year8SummerSequences,Year 8,12-13,Summer,,4,Sequences,Sequences,1040,3,nth term of a linear sequence,Updated May 2026,Updated May 2026,Year 8_12-13_Summer__Sequences_3_nth term of a linear sequence,year-8__12-13__summer__blank__sequences__3__nth-term-of-a-linear-sequence,8,3,5,175,3
Year8SummerSequences,Year 8,12-13,Summer,,4,Sequences,Sequences,1041,4,Generate a sequence given a complex algebraic rule (E),Updated May 2026,Updated May 2026,Year 8_12-13_Summer__Sequences_4_Generate a sequence given a complex algebraic rule (E),year-8__12-13__summer__blank__sequences__4__generate-a-sequence-given-a-complex-algebraic-rule-e,8,3,5,175,4
Year9SummerNon-lineargraphs,Year 9,13-14,Summer,,1,Non-linear graphs,Non-linear graphs,1136,1,Substitute into quadratic expressions,Updated May 2026,Updated May 2026,Year 9_13-14_Summer__Non-linear graphs_1_Substitute into quadratic expressions,year-9__13-14__summer__blank__non-linear-graphs__1__substitute-into-quadratic-expressions,9,3,1,150,1
Year9SummerNon-lineargraphs,Year 9,13-14,Summer,,1,Non-linear graphs,Non-linear graphs,1137,2,Draw simple quadratic graphs,Updated May 2026,Updated May 2026,Year 9_13-14_Summer__Non-linear graphs_2_Draw simple quadratic graphs,year-9__13-14__summer__blank__non-linear-graphs__2__draw-simple-quadratic-graphs,9,3,1,150,2
Year9SummerNon-lineargraphs,Year 9,13-14,Summer,,1,Non-linear graphs,Non-linear graphs,1138,3,Draw more complex quadratic graphs,Updated May 2026,Updated May 2026,Year 9_13-14_Summer__Non-linear graphs_3_Draw more complex quadratic graphs,year-9__13-14__summer__blank__non-linear-graphs__3__draw-more-complex-quadratic-graphs,9,3,1,150,3
Year9SummerNon-lineargraphs,Year 9,13-14,Summer,,1,Non-linear graphs,Non-linear graphs,1139,4,Interpret quadratic graphs,Updated May 2026,Updated May 2026,Year 9_13-14_Summer__Non-linear graphs_4_Interpret quadratic graphs,year-9__13-14__summer__blank__non-linear-graphs__4__interpret-quadratic-graphs,9,3,1,150,4
Year9SummerNon-lineargraphs,Year 9,13-14,Summer,,1,Non-linear graphs,Non-linear graphs,1140,5,Interpret reciprocal​ and exponential graphs​,Updated May 2026,Updated May 2026,Year 9_13-14_Summer__Non-linear graphs_5_Interpret reciprocal​ and exponential graphs​,year-9__13-14__summer__blank__non-linear-graphs__5__interpret-reciprocal-and-exponential-graphs,9,3,1,150,5
Year9SummerNon-lineargraphs,Year 9,13-14,Summer,,1,Non-linear graphs,Non-linear graphs,1141,6,Draw cubic graphs (E),Updated May 2026,Updated May 2026,Year 9_13-14_Summer__Non-linear graphs_6_Draw cubic graphs (E),year-9__13-14__summer__blank__non-linear-graphs__6__draw-cubic-graphs-e,9,3,1,150,6
Year9SummerNon-lineargraphs,Year 9,13-14,Summer,,1,Non-linear graphs,Non-linear graphs,1142,7,Interpret cubic graphs (E),Updated May 2026,Updated May 2026,Year 9_13-14_Summer__Non-linear graphs_7_Interpret cubic graphs (E),year-9__13-14__summer__blank__non-linear-graphs__7__interpret-cubic-graphs-e,9,3,1,150,7
Year9SummerNon-lineargraphs,Year 9,13-14,Summer,,1,Non-linear graphs,Non-linear graphs,1143,8,"Interpret roots, intercepts and turning points (E)",Updated May 2026,Updated May 2026,"Year 9_13-14_Summer__Non-linear graphs_8_Interpret roots, intercepts and turning points (E)",year-9__13-14__summer__blank__non-linear-graphs__8__interpret-roots-intercepts-and-turning-points-e,9,3,1,150,8
Year9SummerPythagorastheorem,Year 9,12-13,Summer,,1,Pythagoras theorem,Pythagoras theorem,1144,1,Solve equations with squares and square roots,"In this small step, students build on their understanding of square numbers and square roots, together with their knowledge of solving equations, to solve equations with square numbers and square roots. Recap calculating square numbers and their square roots. Students apply this knowledge to solve equations that involve squares and square roots, for example x2 = 16 or x = 5. Emphasise the use of inverse operations to solve the equations and highlight why x2 = 16 has two solutions: x = 4 and x = −4. Explain that both 42 = 16 and (−4)2 = 16, so the equation has two values of x that make it true. Therefore, when solving x2 = a, they are looking for all values whose square is a, which includes both the positive and negative values. As students increase in confidence, they move on to solving equations with coefficients that are not 1 and with numbers on both sides of the equation. Misconceptions and common errors • Students may not include both positive and negative solutions. • Students may misunderstand the concept of inverse operations with squares and square roots. National Curriculum links • Use integer powers and associated real roots (square, cube and higher), recognise powers of 2, 3, 4, 5 and distinguish between exact representations of roots and their decimal approximations • Use algebraic methods to solve linear equations in one variable (including all forms that require rearrangement) Mathematical talk • What two numbers square to give 49? • What is 9 ? • Why does the equation x2 = 64 have two solutions? • Explain why x2 = 9 has two solutions but x = 9 has only one solution. • Why does x2 = −4 have no real solution? • Does x2 = 0 have two solutions? Explain your answer. • Write a pair of equations, one that has one solution and one that has two. Explain the difference. • Does the equation x2 = a always have two solutions? Explain how you know. Solve equations with squares and square roots Year 9 | Summer term | Block 1 – Pythagoras’ theorem | Step 1",,Year 9_12-13_Summer__Pythagoras theorem_1_Solve equations with squares and square roots,year-9__12-13__summer__blank__pythagoras-theorem__1__solve-equations-with-squares-and-square-roots,9,3,2,151,1
Year9SummerPythagorastheorem,Year 9,13-14,Summer,,1,Pythagoras theorem,Pythagoras theorem,1145,2,Identify the hypotenuse,"In this small step, students build on their understanding of square numbers and square roots, together with their knowledge of solving equations, to solve equations with square numbers and square roots. Recap calculating square numbers and their square roots. Students apply this knowledge to solve equations that involve squares and square roots, for example x2 = 16 or x = 5. Emphasise the use of inverse operations to solve the equations and highlight why x2 = 16 has two solutions: x = 4 and x = −4. Explain that both 42 = 16 and (−4)2 = 16, so the equation has two values of x that make it true. Therefore, when solving x2 = a, they are looking for all values whose square is a, which includes both the positive and negative values. As students increase in confidence, they move on to solving equations with coefficients that are not 1 and with numbers on both sides of the equation.","Students enhance their understanding of square numbers, square roots, and equation-solving. They apply this to solve equations involving squares and roots, like x² = 16, using inverse operations. They learn why x² = 16 has two solutions, x = 4 and x = -4, and progress to solving complex equations.",Year 9_13-14_Summer__Pythagoras theorem_2_Identify the hypotenuse,year-9__13-14__summer__blank__pythagoras-theorem__2__identify-the-hypotenuse,9,3,2,151,2
Year9SummerPythagorastheorem,Year 9,13-14,Summer,,1,Pythagoras theorem,Pythagoras theorem,1146,3,Determine whether a triangle is right-angled,"In this small step, students identify the hypotenuse of a right-angled triangle. Start with several right-angled triangles and ask students to measure the length of each side. Encourage them to identify the side that is opposite the right angle and ask what they notice about its length compared to the other sides. Introduce the term “hypotenuse” and emphasise that this is always the longest side in a right-angled triangle and is always opposite the right angle. Include plenty of examples in different orientations, so that they do not rely on position or direction. Include non-examples to challenge misconceptions. As students develop confidence, ask them to identify the hypotenuses within a compound shape made up of right-angled triangles.","Students learn to identify the hypotenuse in right-angled triangles, understanding it's the longest side and opposite the right angle. They measure triangle sides, observe hypotenuse properties, and apply knowledge to various examples and non-examples. They also identify hypotenuses in compound shapes of right-angled triangles.",Year 9_13-14_Summer__Pythagoras theorem_3_Determine whether a triangle is right-angled,year-9__13-14__summer__blank__pythagoras-theorem__3__determine-whether-a-triangle-is-right-angled,9,3,2,151,3
Year9SummerPythagorastheorem,Year 9,13-14,Summer,,1,Pythagoras theorem,Pythagoras theorem,1147,4,Pythagoras’ theorem (find the hypotenuse),"In this small step, students explore Pythagoras’ theorem and use it to identify right-angled triangles. Start by exploring the areas of the squares on each side of a right-angled triangle. Use concrete or visual representations to support students in discovering that the sum of the areas on the two shorter sides is equal to the area on the side of the hypotenuse. Guide students to notice and articulate this relationship, leading to the formulation of Pythagoras’ theorem, a2 + b2 = c2. Emphasise that the hypotenuse is represented by “c” or “hyp”. Once students understand the connection, ask them to apply the rule to check whether a given triangle is right-angled, using known side lengths to test if the condition is satisfied.","Students explore Pythagoras' theorem, identifying right-angled triangles by comparing square areas on each side. Using visual aids, they discover the sum of areas on the shorter sides equals the hypotenuse's area, formulating a2 + b2 = c2. They apply this rule to verify right-angled triangles using known side lengths.",Year 9_13-14_Summer__Pythagoras theorem_4_Pythagoras’ theorem (find the hypotenuse),year-9__13-14__summer__blank__pythagoras-theorem__4__pythagoras-theorem-find-the-hypotenuse,9,3,2,151,4
Year9SummerPythagorastheorem,Year 9,13-14,Summer,,1,Pythagoras theorem,Pythagoras theorem,1148,5,Pythagoras’ theorem (find any side),"In this small step, students calculate the length of the hypotenuse, given the two shorter sides, building on their knowledge that the hypotenuse is the side opposite the right angle and that it is the longest side in a right-angled triangle. Start with right-angled triangles in a variety of orientations, encouraging students to identify the hypotenuse before substituting values into the formula a2 + b2 = c2. Emphasise the importance of squaring correctly, adding accurately and remembering to take the square root as the final step. Remind students that answers should often be rounded to a given degree of accuracy, for example 1 decimal place. Encourage students to check whether their answer makes sense by comparing it to the lengths of the other sides. As their confidence develops, introduce problems involving compound shapes, where identifying right-angled triangles is required.","Students calculate the hypotenuse length in right-angled triangles, using the formula a² + b² = c². They identify the hypotenuse, square correctly, add accurately, and take the square root. Answers should be rounded and checked against other side lengths. As confidence grows, they tackle compound shapes with right-angled triangles.",Year 9_13-14_Summer__Pythagoras theorem_5_Pythagoras’ theorem (find any side),year-9__13-14__summer__blank__pythagoras-theorem__5__pythagoras-theorem-find-any-side,9,3,2,151,5
Year9SummerPythagorastheorem,Year 9,13-14,Summer,,1,Pythagoras theorem,Pythagoras theorem,1149,6,Use Pythagoras’ theorem on coordinate axes,"In this small step, students deepen their understanding of Pythagoras’ theorem by applying it to find the length of any side in a right-angled triangle. Remind students how to identify the hypotenuse and to understand that, when the hypotenuse and one shorter side are known, they need to subtract the square of the shorter side from the square of the hypotenuse before taking the square root. Use diagrams and model the reasoning aloud to support students’ understanding so that they do not simply rely on memorised steps. Once they are confident, introduce questions where the unknown side is sometimes the hypotenuse and sometimes a shorter side. This encourages students to think carefully about which side they are finding and helps to secure a deeper conceptual understanding of the theorem.","Students enhance their grasp of Pythagoras' theorem by determining the length of any side in a right-angled triangle. They learn to identify the hypotenuse, subtract the square of a shorter side from the hypotenuse's square, and take the square root. Varied questions promote careful thought and deeper theorem comprehension.",Year 9_13-14_Summer__Pythagoras theorem_6_Use Pythagoras’ theorem on coordinate axes,year-9__13-14__summer__blank__pythagoras-theorem__6__use-pythagoras-theorem-on-coordinate-axes,9,3,2,151,6
Year9SummerPythagorastheorem,Year 9,13-14,Summer,,1,Pythagoras theorem,Pythagoras theorem,1150,7,Proofs of Pythagoras’ theorem E,"In this small step, students build on their knowledge of coordinates by using Pythagoras’ theorem to find the length of a line segment between two points. Start in the first quadrant, drawing a line segment and counting the horizontal and vertical distances to form a right-angled triangle. Use these to apply Pythagoras’ theorem. As confidence grows, sketch coordinates without a grid and ask students how they could calculate the length without counting squares. Encourage clear diagram labelling, accurate subtraction of coordinates and interpreting results in context. Students can then progress to working with all four quadrants and reason about distances without always using a diagram.","Students enhance coordinate knowledge by applying Pythagoras' theorem to determine line segment lengths between two points. Starting in the first quadrant, they form a right-angled triangle, then calculate lengths without grid reliance. Emphasize diagram labelling, coordinate subtraction, and context interpretation. Progress to all quadrants and reasoning distances without diagrams.",Year 9_13-14_Summer__Pythagoras theorem_7_Proofs of Pythagoras’ theorem E,year-9__13-14__summer__blank__pythagoras-theorem__7__proofs-of-pythagoras-theorem-e,9,3,2,151,7
Year9SummerPythagorastheorem,Year 9,13-14,Summer,,1,Pythagoras theorem,Pythagoras theorem,1151,8,Pythagoras’ theorem in 3-D shapes E,"In this extend step, students explore a range of proofs for Pythagoras’ theorem. Algebraic and geometric proofs are examples of proofs that can be explored. It is useful to begin by using a visual or dynamic demonstration to make the result feel intuitive, before introducing a more formal algebraic or geometric proof. Perigal’s dissection was introduced in Step 3, when students were using the theorem to determine whether a triangle is right-angled, and it may be beneficial to refer back to this to support understanding. This step is an opportunity to revisit the proof in a richer context and highlight that Pythagoras’ theorem is not just a formula to memorise, but a result with multiple clear and convincing justifications.","In this step, students examine various proofs of Pythagoras' theorem, including algebraic and geometric ones. The use of visual aids, such as Perigal's dissection, aids comprehension. This stage emphasizes that Pythagoras' theorem is more than a memorized formula, offering multiple convincing justifications.",Year 9_13-14_Summer__Pythagoras theorem_8_Pythagoras’ theorem in 3-D shapes E,year-9__13-14__summer__blank__pythagoras-theorem__8__pythagoras-theorem-in-3-d-shapes-e,9,3,2,151,8
Year9SummerSetsandprobability,Year 9,13-14,Summer,,2,Sets and probability,Sets and probability,1152,1,Identify and represent sets,Updated May 2026,Updated May 2026,Year 9_13-14_Summer__Sets and probability_1_Identify and represent sets,year-9__13-14__summer__blank__sets-and-probability__1__identify-and-represent-sets,9,3,3,152,1
Year9SummerSetsandprobability,Year 9,13-14,Summer,,2,Sets and probability,Sets and probability,1153,2,Intersection of a set,Updated May 2026,Updated May 2026,Year 9_13-14_Summer__Sets and probability_2_Intersection of a set,year-9__13-14__summer__blank__sets-and-probability__2__intersection-of-a-set,9,3,3,152,2
Year9SummerSetsandprobability,Year 9,13-14,Summer,,2,Sets and probability,Sets and probability,1154,3,Union of a set,Updated May 2026,Updated May 2026,Year 9_13-14_Summer__Sets and probability_3_Union of a set,year-9__13-14__summer__blank__sets-and-probability__3__union-of-a-set,9,3,3,152,3
Year9SummerSetsandprobability,Year 9,13-14,Summer,,2,Sets and probability,Sets and probability,1155,4,Complement of a set (E),Updated May 2026,Updated May 2026,Year 9_13-14_Summer__Sets and probability_4_Complement of a set (E),year-9__13-14__summer__blank__sets-and-probability__4__complement-of-a-set-e,9,3,3,152,4
Year9SummerSetsandprobability,Year 9,13-14,Summer,,2,Sets and probability,Sets and probability,1156,5,Probability of a single event ​,Updated May 2026,Updated May 2026,Year 9_13-14_Summer__Sets and probability_5_Probability of a single event ​,year-9__13-14__summer__blank__sets-and-probability__5__probability-of-a-single-event-,9,3,3,152,5
Year9SummerSetsandprobability,Year 9,13-14,Summer,,2,Sets and probability,Sets and probability,1157,6,Use diagrams to work out probabilities,Updated May 2026,Updated May 2026,Year 9_13-14_Summer__Sets and probability_6_Use diagrams to work out probabilities,year-9__13-14__summer__blank__sets-and-probability__6__use-diagrams-to-work-out-probabilities,9,3,3,152,6
Year9SummerSetsandprobability,Year 9,13-14,Summer,,2,Sets and probability,Sets and probability,1158,7,Relative frequency,Updated May 2026,Updated May 2026,Year 9_13-14_Summer__Sets and probability_7_Relative frequency,year-9__13-14__summer__blank__sets-and-probability__7__relative-frequency,9,3,3,152,7
Year9SummerSetsandprobability,Year 9,13-14,Summer,,2,Sets and probability,Sets and probability,1159,8,Expected outcomes,Updated May 2026,Updated May 2026,Year 9_13-14_Summer__Sets and probability_8_Expected outcomes,year-9__13-14__summer__blank__sets-and-probability__8__expected-outcomes,9,3,3,152,8
