unique_row,year,age,term,difficulty,block,macro_topic,topic,small_step_num,small_step_num_in_topic,small_step_name,ss_wr_desc,ss_desc,small_step_id,small_step_key,year_order,term_order,topic_order,source_row_index,legacy_step_position
Year10SummerFoundationTrigonometry,Year 10,14-15,Summer,Foundation,1,Trigonometry,Trigonometry,1391,2,Use the tangent ratio to find unknown side lengths​,Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Trigonometry_2_Use the tangent ratio to find unknown side lengths​,year-10__14-15__summer__foundation__trigonometry__2__use-the-tangent-ratio-to-find-unknown-side-lengths,10,3,1,32,2
Year10SummerFoundationTrigonometry,Year 10,14-15,Summer,Foundation,1,Trigonometry,Trigonometry,1392,3,Use sine and cosine ratios to find unknown side lengths​,Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Trigonometry_3_Use sine and cosine ratios to find unknown side lengths​,year-10__14-15__summer__foundation__trigonometry__3__use-sine-and-cosine-ratios-to-find-unknown-side-lengths,10,3,1,32,3
Year10SummerFoundationTrigonometry,Year 10,14-15,Summer,Foundation,1,Trigonometry,Trigonometry,1393,4,"Use sine, cosine and tangent ratios to find unknown angles​",Updated May 2026,Updated May 2026,"Year 10_14-15_Summer_Foundation_Trigonometry_4_Use sine, cosine and tangent ratios to find unknown angles​",year-10__14-15__summer__foundation__trigonometry__4__use-sine-cosine-and-tangent-ratios-to-find-unknown-angles,10,3,1,32,4
Year10SummerFoundationTrigonometry,Year 10,14-15,Summer,Foundation,1,Trigonometry,Trigonometry,1394,5,Choose the right method,Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Trigonometry_5_Choose the right method,year-10__14-15__summer__foundation__trigonometry__5__choose-the-right-method,10,3,1,32,5
Year10SummerFoundationTrigonometry,Year 10,14-15,Summer,Foundation,1,Trigonometry,Trigonometry,1395,6,Key angles in right-angled triangles (E)​,Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Trigonometry_6_Key angles in right-angled triangles (E)​,year-10__14-15__summer__foundation__trigonometry__6__key-angles-in-right-angled-triangles-e,10,3,1,32,6
Year10SummerFoundationTrigonometry,Year 10,14-15,Summer,Foundation,1,Trigonometry,Trigonometry,1396,7,Trigonometry in 3-D shapes (E)​,Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Trigonometry_7_Trigonometry in 3-D shapes (E)​,year-10__14-15__summer__foundation__trigonometry__7__trigonometry-in-3-d-shapes-e,10,3,1,32,7
Year10SummerFoundationAngles,Year 10,14-15,Summer,Foundation,2,Angles,Angles,1397,1,"Angles around a point, on a straight line and vertically opposite",Updated May 2026,Updated May 2026,"Year 10_14-15_Summer_Foundation_Angles_1_Angles around a point, on a straight line and vertically opposite",year-10__14-15__summer__foundation__angles__1__angles-around-a-point-on-a-straight-line-and-vertically-opposite,10,3,2,33,1
Year10SummerHigherAngles,Year 10,14-15,Summer,Higher,2,Angles,Angles,1398,1,"Angles around a point, on a straight line and vertically opposite","In this small step, students revisit key angle facts from Key Stage 3, including angles around a point, angles on a straight line and vertically opposite angles. Begin by recapping these rules using clear diagrams, and asking reasoning questions such as “What is the same and what is different?”, to help students recognise when angles sum to 180° or 360°, and when angles are equal. Emphasise the importance of selecting the correct rule for each scenario, and provide examples that require more than one rule to be applied. Encourage the consistent use of three-letter notation for angles, and correct use of angle symbols throughout. Ask students to explain their reasoning when identifying relationships between angles. Misconceptions and common errors • Students may confuse the rules for angles on a straight line and angles around a point, leading to incorrect totals. • Students may not label angles using three-letter notation, or use the wrong notation when justifying their answers. • Students may believe that vertically opposite angles sum to 180° or 360°. Year 10 | Summer term | Block 1 – Angles | Step 1 Mathematical talk • What is the same and what is different between angles on a straight line and angles around a point? • What do you know? What can you work out? • Why is it important to label angles using the three-letter notation? • When two straight lines intersect, how many pairs of vertically opposite angles are formed? • Is your answer reasonable? How can you check? • Which angles meet at a point on a straight line? Explain how you know. • Vertically opposite angles are • Angles on a straight line sum to • Angles around a point sum to H National Curriculum links • Use the standard conventions for labelling the sides and angles of triangle ABC, and know and use the criteria for congruence of triangles (KS3) • Apply the properties of angles at a point, angles at a point on a straight line, vertically opposite angles (KS3)",,"Year 10_14-15_Summer_Higher_Angles_1_Angles around a point, on a straight line and vertically opposite",year-10__14-15__summer__higher__angles__1__angles-around-a-point-on-a-straight-line-and-vertically-opposite,10,3,2,190,1
Year10SummerFoundationAngles,Year 10,14-15,Summer,Foundation,2,Angles,Angles,1399,2,Angles in a triangle,Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Angles_2_Angles in a triangle,year-10__14-15__summer__foundation__angles__2__angles-in-a-triangle,10,3,2,33,2
Year10SummerHigherAngles,Year 10,14-15,Summer,Higher,2,Angles,Angles,1400,2,Angles in triangles and quadrilaterals,"In this small step, students recap their learning of angles in triangles and quadrilaterals from Key Stage 3. Begin with the fact that the angles in a triangle sum to 180°, then use this to divide a quadrilateral into two triangles, showing that the angles in a quadrilateral sum to 360°. Use a variety of different types of triangles and quadrilaterals and discuss the similar vocabulary around these, such as “isosceles triangle” and “isosceles trapezium”. Discuss what these terms inform us about the angles. Encourage students to explain their answers and to label angles accurately using three-letter notation. Provide examples where they need to apply more than one angle fact, such as working out the size of angles in compound shapes made up of triangles and quadrilaterals. Misconceptions and common errors • Students may confuse the sum of angles in triangles and quadrilaterals. • Students may confuse properties of different types of triangles and quadrilaterals. • Students may assume that opposite angles in any quadrilateral are always equal. Year 10 | Summer term | Block 1 – Angles | Step 2 Mathematical talk • What is the same and what is different about the sum of angles in a triangle and the sum of angles in a quadrilateral? • Do quadrilaterals always contain right angles? Explain how you know. • What is the size of each angle in a right-angled isosceles triangle? Explain how you know. • Can a quadrilateral have three obtuse angles? Explain how you know. • Can a triangle have an interior reflex angle? Explain how you know. • If one angle in a quadrilateral is increased, what happens to the sum of the rest of the angles? Explain how you know. • An isosceles triangle has one angle of 50°. What could the other two angles be? How many possible combinations are there? H National Curriculum links • Apply angle facts, triangle congruence, similarity and properties of quadrilaterals to derive results about angles and sides, including Pythagoras’ Theorem, and use known results to obtain simple proofs (KS3)",,Year 10_14-15_Summer_Higher_Angles_2_Angles in triangles and quadrilaterals,year-10__14-15__summer__higher__angles__2__angles-in-triangles-and-quadrilaterals,10,3,2,190,2
Year10SummerFoundationAngles,Year 10,14-15,Summer,Foundation,2,Angles,Angles,1401,3,Angles in a quadrilateral,Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Angles_3_Angles in a quadrilateral,year-10__14-15__summer__foundation__angles__3__angles-in-a-quadrilateral,10,3,2,33,3
Year10SummerHigherAngles,Year 10,14-15,Summer,Higher,2,Angles,Angles,1402,3,Exterior angles of a polygon,"In this small step, students recap their prior learning of interior and exterior angles from Key Stage 3. Remind them that the sum of the exterior angles of any polygon is 360° and use this to calculate individual exterior angles in regular polygons by dividing 360° by the number of sides. Highlight that interior and exterior angles sum to 180°, and use this to calculate unknown exterior angles given an interior angle. Students can then extend this knowledge to find the number of sides of a regular polygon when either the interior or exterior angle is known. Encourage students to clearly label diagrams to support reasoning, and to help identify when sides or angles are equal. Misconceptions and common errors • Students may believe that the exterior and interior angles sum to 360°. • Students may believe that the sum of exterior angles depends on the number of sides the polygon has. • Students may assume that some equal angles always mean the polygon is regular, without checking that all sides are also equal in length. Year 10 | Summer term | Block 1 – Angles | Step 3 Mathematical talk • How can you identify the exterior angles of a polygon? • What is the relationship between an interior and an exterior angle in a polygon? • How can you determine if a polygon is regular? • What is the sum of the exterior angles of a polygon? • What is the formula to calculate the size of one exterior angle in a regular polygon? • What is the size of each exterior angle in a regular decagon? Explain how you know. • A regular polygon has exterior angles of 40°. How many sides does the polygon have? What is the mathematical name of the polygon? • An irregular pentagon has exterior angles of 82°, 102°, 37° and 90°. What is the size of the fifth exterior angle? H National Curriculum links • Derive and use the sum of angles in a triangle and use it to deduce the angle sum in any polygon and to derive properties of regular polygons (KS3)",,Year 10_14-15_Summer_Higher_Angles_3_Exterior angles of a polygon,year-10__14-15__summer__higher__angles__3__exterior-angles-of-a-polygon,10,3,2,190,3
Year10SummerFoundationAngles,Year 10,14-15,Summer,Foundation,2,Angles,Angles,1403,4,Exterior angles of a polygon,Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Angles_4_Exterior angles of a polygon,year-10__14-15__summer__foundation__angles__4__exterior-angles-of-a-polygon,10,3,2,33,4
Year10SummerHigherAngles,Year 10,14-15,Summer,Higher,2,Angles,Angles,1404,4,Interior angles of a polygon,"In this small step, students recap their learning of interior angles of polygons from Key Stage 3. Begin by revisiting the relationship between interior and exterior angles. Highlight that they form a straight line and therefore sum to 180°. Remind students that the sum of interior angles can be calculated using (n – 2) × 180°, where n is the number of sides, and that this can also be used to work out the number of sides when the sum of interior angles is known. It can be useful to model splitting polygons into triangles to demonstrate why this method works to calculate the sum of interior angles. Reinforce that “regular” means that all sides and angles are equal. Calculators may be used throughout this step, so the focus remains on the method rather than the arithmetic. Misconceptions and common errors • Students may confuse interior and exterior angles. • Students may believe that the interior angle sum is the same for all polygons. • Students may believe the interior angle sum is found by multiplying the number of sides by 180°. • Students may believe that all interior angles are equal in size even when the polygon is irregular. Year 10 | Summer term | Block 1 – Angles | Step 4 Mathematical talk • What is the sum of adjacent interior and exterior angles? • A regular polygon has 12 sides. Work out the size of each interior angle. • A polygon has an interior angle sum of 900°. How many sides does the polygon have? • Can a polygon have an interior angle greater than 180°? Explain how you know. • Can two different polygons have the same interior angle sum? Explain how you know. • How can you calculate the interior angle sum of any polygon? • Can a polygon have a reflex interior angle? Explain how you know. H National Curriculum links • Derive and use the sum of angles in a triangle and use it to deduce the angle sum in any polygon, and to derive properties of regular polygons (KS3)",,Year 10_14-15_Summer_Higher_Angles_4_Interior angles of a polygon,year-10__14-15__summer__higher__angles__4__interior-angles-of-a-polygon,10,3,2,190,4
Year10SummerFoundationAngles,Year 10,14-15,Summer,Foundation,2,Angles,Angles,1405,5,Interior angles of a polygon,Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Angles_5_Interior angles of a polygon,year-10__14-15__summer__foundation__angles__5__interior-angles-of-a-polygon,10,3,2,33,5
Year10SummerHigherAngles,Year 10,14-15,Summer,Higher,2,Angles,Angles,1406,5,Solve problems with angles in polygons,"In this small step, students apply their knowledge of interior and exterior angles to solve multi-step problems involving polygons. Encourage them to choose and combine appropriate angle facts, such as how the sum of interior angles can be calculated using (n – 2) × 180°, or the fact that exterior angles sum to 360°. Questions may include working out the size of unknown angles in irregular polygons or problems involving compound shapes made up of polygons. Encourage students to draw and label diagrams carefully, showing all working and reasoning. Discuss efficient strategies, such as identifying triangles within shapes or using properties of regular polygons. Students should justify their methods, demonstrating a clear understanding of how different angle rules connect across polygon problems. Misconceptions and common errors • Students may forget which formula to use and apply (n – 2) × 180° to exterior angles. • Students may assume that the sum of the interior angles is the same for all polygons. • Students may confuse regular and irregular polygons and the properties surrounding these. Year 10 | Summer term | Block 1 – Angles | Step 5 Mathematical talk • What is the calculation to work out the sum of the interior angles in a polygon? • What is the sum of the exterior angles of a polygon? • How can you check whether a polygon is regular or irregular? What do you know and what can you work out? • Is it possible to calculate the size of any exterior angles from the given information? Why or why not? • Is it possible to calculate the size of any interior angles from the given information? Why or why not? • The angle is because • The number of sides is because • Adjoining exterior and interior angles sum to H National Curriculum links • Derive and use the sum of angles in a triangle and use it to deduce the angle sum in any polygon, and to derive properties of regular polygons (KS3)",,Year 10_14-15_Summer_Higher_Angles_5_Solve problems with angles in polygons,year-10__14-15__summer__higher__angles__5__solve-problems-with-angles-in-polygons,10,3,2,190,5
Year10SummerFoundationAngles,Year 10,14-15,Summer,Foundation,2,Angles,Angles,1407,6,Solve problems with angles in polygons​ (E),Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Angles_6_Solve problems with angles in polygons​ (E),year-10__14-15__summer__foundation__angles__6__solve-problems-with-angles-in-polygons-e,10,3,2,33,6
Year10SummerHigherAngles,Year 10,14-15,Summer,Higher,2,Angles,Angles,1408,6,"Co-interior, alternate and corresponding angles","In this small step, students consolidate their learning of alternate and corresponding angles, as well as introducing co-interior angles. Begin by reviewing the key angle relationships and discuss what is the same and what is different about co-interior angles compared to alternate and corresponding angles. Emphasise that co-interior angles sum to 180° while alternate and corresponding angles are equal. Reinforce that alternate, corresponding and co-interior angles are only formed when a transversal crosses parallel lines. Students should be encouraged to highlight angle pairs, clearly reasoning and justifying their answers. Challenge students further to strengthen reasoning and fluency, by using diagrams that include algebraic expressions and less-familiar orientations. Misconceptions and common errors • Students may believe that co-interior angles are equal in size. • Students may assume angles are alternate/corresponding/ co-interior when the lines are not parallel. • Students may not justify their answers even when asked to give reasons for their answers. Year 10 | Summer term | Block 1 – Angles | Step 6 Mathematical talk • What type of angles in parallel lines sum to 180°? • How can you identify a pair of co-interior angles on a diagram? • What is the same and what is different about co-interior and corresponding angles? • A pair of co-interior angles on a diagram are 156° and 24°. Are the lines parallel? Explain how you know. • What other angle facts can we use to check our calculation is correct? • Does the orientation of the parallel lines affect the size of the angles? Explain how you know. • Co-interior angles sum to H National Curriculum links • Understand and use the relationship between parallel lines and alternate and corresponding angles (KS3)",,"Year 10_14-15_Summer_Higher_Angles_6_Co-interior, alternate and corresponding angles",year-10__14-15__summer__higher__angles__6__co-interior-alternate-and-corresponding-angles,10,3,2,190,6
Year10SummerFoundationAngles,Year 10,14-15,Summer,Foundation,2,Angles,Angles,1409,7,Alternate and corresponding angles​,Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Angles_7_Alternate and corresponding angles​,year-10__14-15__summer__foundation__angles__7__alternate-and-corresponding-angles,10,3,2,33,7
Year10SummerHigherAngles,Year 10,14-15,Summer,Higher,2,Angles,Angles,1410,7,Solve problems with angles and algebra,"In this small step, students apply angle facts and algebraic techniques to solve multi-step geometric problems involving algebraic expressions. Begin by revisiting the key angle relationships, such as angles in polygons and in parallel lines, ensuring that students can justify each fact before using it. Demonstrate how to form and solve equations based on angle facts, and model how to check that solutions are accurate and realistic. Ensure that students build clear chains of reasoning and explain why each step is valid. To strengthen understanding, use problems that involve several intersecting lines, shapes in less familiar orientations and simultaneous angle relationships. Challenge students further by asking them to create and solve their own algebraic angle problems. Misconceptions and common errors • Students may form incorrect equations if they misidentify an angle fact. • Students may assume diagrams are drawn to scale when they are not. • Students may incorrectly simplify algebraic expressions. Year 10 | Summer term | Block 1 – Angles | Step 7 Mathematical talk • What do you know? What can you work out? • Are there any equal angles? How can we form an equation based on this? • Can we form any equations? Why or why not? Do we have enough information to solve them? • Once we have found the value of x, how can we work out the size of each angle? • Two alternate angles are labelled 3x + 22 and x + 55 What do you know about the angles? How can this help us to form an equation? • Two co-interior angles are labelled 3x + 22 and x + 55 What do you know about the angles? How can this help us to form an equation? • The interior angles in a pentagon are x, 2x, 3x, 4x and 5x. What angle fact do you know that will help us to form an equation? H National Curriculum links • Translate simple situations or procedures into algebraic expressions or formulae; derive an equation (or two simultaneous equations), solve the equation(s) and interpret the solution",,Year 10_14-15_Summer_Higher_Angles_7_Solve problems with angles and algebra,year-10__14-15__summer__higher__angles__7__solve-problems-with-angles-and-algebra,10,3,2,190,7
Year10SummerHigherAngles,Year 10,14-15,Summer,Higher,2,Angles,Angles,1412,8,Prove geometric facts (E),"In this extend step, students begin to use clear reasoning to prove geometric facts. Start by revisiting familiar angle facts, ensuring students can state each fact accurately. Model how to build a simple chain of reasoning using statements such as “because alternate angles are equal” or “because angles in a triangle sum to 180°”. Encourage students to write each step clearly and to justify their answers. Make sure that students understand that a proof must show a fact works in every case, not just for one example. Model to students how to structure their reasoning so it clearly shows a logical progression from the given information to the conclusion. Provide opportunities to spot errors in worked examples so they can recognise incomplete or incorrect reasoning. Misconceptions and common errors • Students may not justify their answers or give reasons for why they have applied certain angle facts. • Students may write conclusions without clearly showing the logical steps that lead to them. • Students may assume that diagrams are drawn to scale when they are not. • Students may believe they have proven a fact when they have only shown it works for one case. Year 10 | Summer term | Block 1 – Angles | Step 8 Mathematical talk • How can you tell which angle facts are needed to prove a statement? • Do angles in all triangles sum to 180°? Show how you know. • Is it possible for angles to be alternate if the lines are not parallel? Show how you know. • What do you notice about the sum of interior angles in a polygon when the number of sides increases by 1? • Does your reasoning work for all examples? How do you know? • Have you used correct mathematical language throughout your proof? Why is this important? • When two angles appear equal, how can you justify this rather than relying on the diagram? H National Curriculum links • Apply angle facts, triangle congruence, similarity and properties of quadrilaterals to derive results about angles and sides, including Pythagoras’ Theorem, and use known results to obtain simple proofs (KS3) E",,Year 10_14-15_Summer_Higher_Angles_8_Prove geometric facts (E),year-10__14-15__summer__higher__angles__8__prove-geometric-facts-e,10,3,2,190,8
Year10SummerFoundationAngles,Year 10,14-15,Summer,Foundation,2,Angles,Angles,1413,9,Prove geometric facts (E),"In this extend step, students begin to use clear reasoning to prove geometric facts. Start by revisiting familiar angle facts, ensuring students can state each fact accurately. Model how to build a simple chain of reasoning using statements such as “because alternate angles are equal” or “because angles in a triangle sum to 180°”. Encourage students to write each step clearly and to justify their answers. Make sure that students understand that a proof must show a fact works in every case, not just for one example. Model to students how to structure their reasoning so it clearly shows a logical progression from the given information to the conclusion. Provide opportunities to spot errors in worked examples so they can recognise incomplete or incorrect reasoning. Misconceptions and common errors • Students may not justify their answers or give reasons for why they have applied certain angle facts. • Students may write conclusions without clearly showing the logical steps that lead to them. • Students may assume that diagrams are drawn to scale when they are not. • Students may believe they have proven a fact when they have only shown it works for one case. Year 10 | Summer term | Block 1 – Angles | Step 9 Mathematical talk • How can you tell which angle facts are needed to prove a statement? • Do angles in all triangles sum to 180°? Show how you know. • Is it possible for angles to be alternate if the lines are not parallel? Show how you know. • What do you notice about the sum of interior angles in a polygon when the number of sides increases by 1? • Does your reasoning work for all examples? How do you know? • Have you used correct mathematical language throughout your proof? Why is this important? • When two angles appear equal, how can you justify this rather than relying on the diagram? F National Curriculum links • Apply angle facts, triangle congruence, similarity and properties of quadrilaterals to derive results about angles and sides, including Pythagoras’ Theorem, and use known results to obtain simple proofs (KS3) E",,Year 10_14-15_Summer_Foundation_Angles_9_Prove geometric facts (E),year-10__14-15__summer__foundation__angles__9__prove-geometric-facts-e,10,3,2,33,9
Year10SummerFoundationGraphsanddiagrams,Year 10,14-15,Summer,Foundation,3,Graphs and diagrams,Graphs and diagrams,1414,1,Pictograms,Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Graphs and diagrams_1_Pictograms,year-10__14-15__summer__foundation__graphs-and-diagrams__1__pictograms,10,3,3,34,1
Year10SummerHigherGraphsanddiagrams,Year 10,14-15,Summer,Higher,3,Graphs and diagrams,Graphs and diagrams,1415,1,Pie charts,"In this small step, students recap their learning from Year 8 on drawing and interpreting pie charts. Remind students that a pie chart represents a whole split into parts, with each sector showing a fraction of the total and all sectors summing to 360°. Make clear links between proportions, fractions and angles to show how they describe the same information. Emphasise the accurate use of a protractor when constructing sectors and highlight the importance of clear labelling. Introduce data given as percentages, fractions or bar charts for conversion into a pie chart. Encourage students to interpret pie charts by identifying key categories and, when comparing two charts, recognising that without totals only proportions can be compared. Misconceptions and common errors • Students may use the frequency as the angle size instead of working out the angle. • Students may not label the sectors. • When comparing two pie charts, students may assume equal sectors in different pie charts always represent the same frequency. Year 10 | Summer term | Block 2 – Graphs and diagrams | Step 1 Mathematical talk • What is the total frequency of the data set? • How can we calculate the angle for one category if we know its frequency and the total? • How does using the formula sector angle = frequency total × 360° calculate the number of degrees that is proportional to the total? • How can percentages be used to calculate sector angles? • How can you tell which category represents the greatest/least proportion of the whole? • If you know the angle of a sector on a pie chart, how can you work out what fraction of the whole this represents? • How could you work out how many students the sector represents if the total is ? H National Curriculum links • Construct and interpret appropriate tables, charts, and diagrams, including frequency tables, bar charts, pie charts, and pictograms for categorical data, and vertical line (or bar) charts for ungrouped and grouped numerical data (KS3)",,Year 10_14-15_Summer_Higher_Graphs and diagrams_1_Pie charts,year-10__14-15__summer__higher__graphs-and-diagrams__1__pie-charts,10,3,3,191,1
Year10SummerFoundationGraphsanddiagrams,Year 10,14-15,Summer,Foundation,3,Graphs and diagrams,Graphs and diagrams,1416,2,Line and bar charts,Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Graphs and diagrams_2_Line and bar charts,year-10__14-15__summer__foundation__graphs-and-diagrams__2__line-and-bar-charts,10,3,3,34,2
Year10SummerHigherGraphsanddiagrams,Year 10,14-15,Summer,Higher,3,Graphs and diagrams,Graphs and diagrams,1417,2,Time series graphs,"In this small step, students recap their Year 7 learning on drawing and interpreting time series graphs. Remind them that these graphs show changes over time and require clearly labelled axes for accurate interpretation. Emphasise that time is always plotted on the horizontal axis and that equal intervals are essential. Encourage students to discuss upward or downward trends, along with periods of stability. Emphasise that while time series graphs highlight overall trends, short-term fluctuations may not always reflect the longer-term trend. Discuss with students how time series graphs with points joined by solid lines imply that it is possible to estimate information between data points, while points joined by dashed lines imply that the data between these points is not reliable. Misconceptions and common errors • Students may focus on specific points on a graph rather than the overall trends. • Students may assume that trends will always be consistent. • Students may use solid lines instead of dashed lines or vice versa. Year 10 | Summer term | Block 2 – Graphs and diagrams | Step 2 Mathematical talk • Does the time series graph have to start at zero? Explain your answer. • How can you show that your axis has not started from zero? • What does the overall trend of the graph show? • How can you describe the trend in this part of the graph? • Could there be a seasonal pattern? Explain your answer. • Is there a point that does not fit the general pattern? Why might that be? • Can the time series graph be used to estimate between data points? Explain your answer. • What similarities and what differences do you notice when comparing these two time series graphs? H National Curriculum links • Interpret and construct tables and line graphs for time series data",,Year 10_14-15_Summer_Higher_Graphs and diagrams_2_Time series graphs,year-10__14-15__summer__higher__graphs-and-diagrams__2__time-series-graphs,10,3,3,191,2
Year10SummerFoundationGraphsanddiagrams,Year 10,14-15,Summer,Foundation,3,Graphs and diagrams,Graphs and diagrams,1418,3,Dual and composite bar charts,Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Graphs and diagrams_3_Dual and composite bar charts,year-10__14-15__summer__foundation__graphs-and-diagrams__3__dual-and-composite-bar-charts,10,3,3,34,3
Year10SummerHigherGraphsanddiagrams,Year 10,14-15,Summer,Higher,3,Graphs and diagrams,Graphs and diagrams,1419,3,Frequency polygons,"In this small step, students draw and interpret frequency polygons. Begin by modelling how to construct a frequency polygon by identifying the midpoint of each class interval, plotting these points and joining them with straight lines. Highlight that the horizontal axis shows data from the class intervals as a continuous scale and the vertical axis shows the frequencies. Discuss with students why midpoints of the class intervals are used to plot the data on the horizontal axis and to describe what the shape of the frequency polygon shows, such as increases or decreases in the data. Model how to compare two frequency polygons on the same axes and explain how the overall shape helps students interpret and compare different distributions. Misconceptions and common errors • Students may plot the class boundaries rather than the midpoint. • Students may join the first and last points to form a polygon. • Students may draw bars instead of a polygon. • Students may incorrectly join the points using a curve instead of straight lines. Year 10 | Summer term | Block 2 – Graphs and diagrams | Step 3 Mathematical talk • What is the difference between a midpoint and an endpoint? • Given the boundaries of a class interval, how do you work out the midpoint? • Why do we plot the midpoint instead of the class boundaries? • How does the scale on a set of axes affect how a frequency polygon looks? • What does the steepest part of the polygon tell you about the data? • Does the line between two points represent actual data or an estimate? Explain how you know. H National Curriculum links • Interpret, analyse and compare the distributions of data sets from univariate empirical distributions through: appropriate graphical representation involving discrete, continuous and grouped data, {including box plots}",,Year 10_14-15_Summer_Higher_Graphs and diagrams_3_Frequency polygons,year-10__14-15__summer__higher__graphs-and-diagrams__3__frequency-polygons,10,3,3,191,3
Year10SummerFoundationGraphsanddiagrams,Year 10,14-15,Summer,Foundation,3,Graphs and diagrams,Graphs and diagrams,1420,4,Draw pie charts,Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Graphs and diagrams_4_Draw pie charts,year-10__14-15__summer__foundation__graphs-and-diagrams__4__draw-pie-charts,10,3,3,34,4
Year10SummerHigherGraphsanddiagrams,Year 10,14-15,Summer,Higher,3,Graphs and diagrams,Graphs and diagrams,1421,4,Stem-and-leaf diagrams,"In this small step, students draw and interpret stem-and-leaf diagrams. Begin by explaining that these diagrams organise numerical data, using the stem to show place value and the leaf to show the final digit, allowing all values to remain visible. Emphasise that including a clear key is essential so the data can be correctly interpreted. Model how to organise the data, select a suitable stem, and record each leaf clearly so digits align. Revisit how to calculate averages and the range by finding the difference between the greatest and smallest values in the set. Include examples with decimal values, such as 7|3 representing 7.3 As students develop confidence, introduce back-to-back stem- and-leaf diagrams to compare two data sets. Misconceptions and common errors • Students may write leaves out of order instead of listing them from smallest to largest. • Students may forget to include a key, which can make it difficult to interpret the values represented. Year 10 | Summer term | Block 2 – Graphs and diagrams | Step 4 Mathematical talk • What does the stem represent in this diagram? How do you know? • Why do we list the leaves in ascending order rather than the order they were collected? • Why is a key important when interpreting the values from a stem-and-leaf diagram? • What is the smallest value and what is the largest? How do you know? • What does the length of each row suggest about the distribution of values? • How would this diagram change if the data included decimals? • When might a back-to-back stem-and-leaf diagram be useful? H National Curriculum links • Interpret, analyse and compare the distributions of data sets from univariate empirical distributions through: appropriate graphical representation involving discrete, continuous and grouped data, {including box plots}",,Year 10_14-15_Summer_Higher_Graphs and diagrams_4_Stem-and-leaf diagrams,year-10__14-15__summer__higher__graphs-and-diagrams__4__stem-and-leaf-diagrams,10,3,3,191,4
Year10SummerFoundationGraphsanddiagrams,Year 10,14-15,Summer,Foundation,3,Graphs and diagrams,Graphs and diagrams,1422,5,Interpret pie charts,Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Graphs and diagrams_5_Interpret pie charts,year-10__14-15__summer__foundation__graphs-and-diagrams__5__interpret-pie-charts,10,3,3,34,5
Year10SummerHigherGraphsanddiagrams,Year 10,14-15,Summer,Higher,3,Graphs and diagrams,Graphs and diagrams,1423,5,Draw histograms,"In this small step, students learn how to represent grouped data as a histogram. Highlight that the area of each bar of a histogram represents the frequency and provide opportunities for students to explore links between the class width and height of each bar. Explain that the height of each bar is the frequency density and explore the effect of using different scales for the frequency density axis. If appropriate, students can also explore creating their own axis or using different classes within a given data set. Misconceptions and common errors • Students may draw bars with equal widths even when class intervals differ. • Students may plot frequency instead of frequency density on the vertical axis. Year 10 | Summer term | Block 2 – Graphs and diagrams | Step 5 Mathematical talk • What is the same and what is different between a histogram and a bar chart? • What does the height of each bar represent? • If we know the class width and the frequency, how can we calculate the frequency density? • Why do we record frequency density rather than frequency on the vertical axis? • How does class width affect the appearance of the bars? • How can you check that the area of a bar correctly represents the frequency? • Where do the class intervals begin and end on the horizontal axis? • If the width of a class interval is doubled, what must happen to its height for the area to remain correct? H National Curriculum links • {construct and interpret diagrams for grouped discrete data and continuous data, i.e. histograms with equal and unequal class intervals and cumulative frequency graphs, and know their appropriate use}",,Year 10_14-15_Summer_Higher_Graphs and diagrams_5_Draw histograms,year-10__14-15__summer__higher__graphs-and-diagrams__5__draw-histograms,10,3,3,191,5
Year10SummerFoundationGraphsanddiagrams,Year 10,14-15,Summer,Foundation,3,Graphs and diagrams,Graphs and diagrams,1424,6,Time series graphs,Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Graphs and diagrams_6_Time series graphs,year-10__14-15__summer__foundation__graphs-and-diagrams__6__time-series-graphs,10,3,3,34,6
